task_0_flops,task_0_accuracy
33185664,0.57
66371328,0.48
99556992,0.46
132742656,0.52
165928320,0.51
199113984,0.52
232299648,0.53
265485312,0.59
298670976,0.45
331856640,0.54
365042304,0.46
398227968,0.53
431413632,0.49
464599296,0.51
497784960,0.45
530970624,0.51
564156288,0.51
597341952,0.48
630527616,0.58
663713280,0.5
696898944,0.53
730084608,0.51
763270272,0.43
796455936,0.51
829641600,0.5
862827264,0.6
896012928,0.54
929198592,0.52
962384256,0.5
995569920,0.46
1028755584,0.53
1061941248,0.44
1095126912,0.51
1128312576,0.53
1161498240,0.48
1194683904,0.52
1227869568,0.55
1261055232,0.52
1294240896,0.46
1327426560,0.39
1360612224,0.55
1393797888,0.45
1426983552,0.58
1460169216,0.52
1493354880,0.54
1526540544,0.44
1559726208,0.52
1592911872,0.56
1626097536,0.48
1659283200,0.43
1692468864,0.49
1725654528,0.59
1758840192,0.47
1792025856,0.47
1825211520,0.56
1858397184,0.54
1891582848,0.53
1924768512,0.48
1957954176,0.45
1991139840,0.47
2024325504,0.46
2057511168,0.48
2090696832,0.53
2123882496,0.49
2157068160,0.46
2190253824,0.44
2223439488,0.48
2256625152,0.41
2289810816,0.52
2322996480,0.62
2356182144,0.45
2389367808,0.51
2422553472,0.46
2455739136,0.5
2488924800,0.45
2522110464,0.47
2555296128,0.51
2588481792,0.44
2621667456,0.56
2654853120,0.56
2688038784,0.62
2721224448,0.53
2754410112,0.52
2787595776,0.47
2820781440,0.51
2853967104,0.43
2887152768,0.52
2920338432,0.54
2953524096,0.53
2986709760,0.48
3019895424,0.55
3053081088,0.47
3086266752,0.46
3119452416,0.43
3152638080,0.47
3185823744,0.52
3219009408,0.45
3252195072,0.47
3285380736,0.54
3318566400,0.56
3351752064,0.49
3384937728,0.54
3418123392,0.5
3451309056,0.55
3484494720,0.55
3517680384,0.5
3550866048,0.55
3584051712,0.52
3617237376,0.46
3650423040,0.48
3683608704,0.58
3716794368,0.49
3749980032,0.47
3783165696,0.48
3816351360,0.45
3849537024,0.49
3882722688,0.45
3915908352,0.51
3949094016,0.47
3982279680,0.49
4015465344,0.5
4048651008,0.43
4081836672,0.49
4115022336,0.45
4148208000,0.47
4181393664,0.48
4214579328,0.51
4247764992,0.51
4280950656,0.51
4314136320,0.52
4347321984,0.44
4380507648,0.55
4413693312,0.51
4446878976,0.55
4480064640,0.44
4513250304,0.46
4546435968,0.54
4579621632,0.5
4612807296,0.47
4645992960,0.51
4679178624,0.51
4712364288,0.45
4745549952,0.49
4778735616,0.36
4811921280,0.55
4845106944,0.53
4878292608,0.47
4911478272,0.46
4944663936,0.47
4977849600,0.53
5011035264,0.54
5044220928,0.46
5077406592,0.56
5110592256,0.57
5143777920,0.49
5176963584,0.54
5210149248,0.53
5243334912,0.52
5276520576,0.57
5309706240,0.48
5342891904,0.57
5376077568,0.48
5409263232,0.43
5442448896,0.52
5475634560,0.48
5508820224,0.55
5542005888,0.51
5575191552,0.47
5608377216,0.5
5641562880,0.59
5674748544,0.52
5707934208,0.54
5741119872,0.53
5774305536,0.51
5807491200,0.51
5840676864,0.47
5873862528,0.45
5907048192,0.5
5940233856,0.55
5973419520,0.48
6006605184,0.5
6039790848,0.48
6072976512,0.54
6106162176,0.57
6139347840,0.48
6172533504,0.54
6205719168,0.53
6238904832,0.46
6272090496,0.44
6305276160,0.49
6338461824,0.45
6371647488,0.51
6404833152,0.46
6438018816,0.54
6471204480,0.56
6504390144,0.5
6537575808,0.48
6570761472,0.63
6603947136,0.48
6637132800,0.52
6670318464,0.47
6703504128,0.51
6736689792,0.56
6769875456,0.44
6803061120,0.48
6836246784,0.48
6869432448,0.49
6902618112,0.43
6935803776,0.49
6968989440,0.53
7002175104,0.47
7035360768,0.6
7068546432,0.49
7101732096,0.51
7134917760,0.56
7168103424,0.55
7201289088,0.48
7234474752,0.5
7267660416,0.47
7300846080,0.47
7334031744,0.59
7367217408,0.6
7400403072,0.63
7433588736,0.64
7466774400,0.58
7499960064,0.65
7533145728,0.64
7566331392,0.74
7599517056,0.77
7632702720,0.85
7665888384,0.84
7699074048,0.78
7732259712,0.82
7765445376,0.84
7798631040,0.89
7831816704,0.89
7865002368,0.89
7898188032,0.93
7931373696,0.92
7964559360,0.96
7997745024,0.95
8030930688,0.95
8064116352,0.95
8097302016,0.92
8130487680,0.95
8163673344,0.97
8196859008,0.96
8230044672,0.98
8263230336,0.97
8296416000,0.99
8329601664,1.0
8362787328,1.0
8395972992,1.0
8429158656,0.98
8462344320,0.99
8495529984,1.0
8528715648,0.99
8561901312,1.0
8595086976,1.0
8628272640,1.0
8661458304,1.0
8694643968,1.0
8727829632,0.99
8761015296,0.99
8794200960,1.0
8827386624,1.0
8860572288,1.0
8893757952,1.0
8926943616,1.0
8960129280,1.0
8993314944,1.0
9026500608,1.0
9059686272,1.0
9092871936,1.0
9126057600,1.0
9159243264,1.0
9192428928,1.0
9225614592,1.0
9258800256,1.0
9291985920,1.0
9325171584,1.0
9358357248,1.0
9391542912,1.0
9424728576,1.0
9457914240,1.0
9491099904,1.0
9524285568,1.0
9557471232,0.95
9590656896,1.0
9623842560,1.0
9657028224,1.0
9690213888,1.0
9723399552,1.0
9756585216,1.0
9789770880,1.0
9822956544,1.0
