task_0_flops,task_0_accuracy
4106169600,0.94
4116698240,0.97
4127226880,0.98
4137755520,0.99
4148284160,0.97
4158812800,0.98
4169341440,0.99
4179870080,0.99
4190398720,0.96
4200927360,0.96
4211456000,0.97
4221984640,0.98
4232513280,0.96
4243041920,0.99
4253570560,0.97
4264099200,0.98
4274627840,0.99
4285156480,0.98
4295685120,0.93
4306213760,0.98
4316742400,0.96
4327271040,0.97
4337799680,0.98
4348328320,0.96
4358856960,0.98
4369385600,0.96
4379914240,0.94
4390442880,0.97
4400971520,0.98
4411500160,0.97
4422028800,0.99
4432557440,0.95
4443086080,0.97
4453614720,0.97
4464143360,0.97
4474672000,0.95
4485200640,0.97
4495729280,0.97
4506257920,0.96
4516786560,0.97
4527315200,0.95
4537843840,0.99
4548372480,0.98
4558901120,0.98
4569429760,0.98
4579958400,0.98
4590487040,0.95
4601015680,0.95
4611544320,0.96
4622072960,0.96
4632601600,0.96
4643130240,0.96
4653658880,0.98
4664187520,0.92
4674716160,0.98
4685244800,0.95
4695773440,0.98
4706302080,0.99
4716830720,0.98
4727359360,0.97
4737888000,0.99
4748416640,0.96
4758945280,0.99
4769473920,0.99
4780002560,0.96
4790531200,0.97
4801059840,0.99
4811588480,0.96
4822117120,0.97
4832645760,0.98
4843174400,0.91
4853703040,0.93
4864231680,0.97
4874760320,0.98
4885288960,0.99
4895817600,0.98
4906346240,0.93
4916874880,0.96
4927403520,0.93
4937932160,0.97
4948460800,0.96
4958989440,0.97
4969518080,0.96
4980046720,0.93
4990575360,0.99
5001104000,0.95
5011632640,0.95
5022161280,0.96
5032689920,0.99
5043218560,0.96
5053747200,0.94
5064275840,0.97
5074804480,0.96
5085333120,0.96
5095861760,0.98
5106390400,0.96
5116919040,0.99
5127447680,0.95
5137976320,0.93
5148504960,0.97
5159033600,0.96
5169562240,0.97
5180090880,0.95
5190619520,0.98
5201148160,0.98
5211676800,0.94
5222205440,0.99
5232734080,0.98
5243262720,0.97
5253791360,0.98
5264320000,0.96
5274848640,0.96
5285377280,0.96
5295905920,1.0
5306434560,0.97
5316963200,0.98
5327491840,0.96
5338020480,0.99
5348549120,0.97
5359077760,0.98
5369606400,0.96
5380135040,0.97
5390663680,0.97
5401192320,0.98
5411720960,0.97
5422249600,0.98
5432778240,0.99
5443306880,0.95
5453835520,0.97
5464364160,0.99
5474892800,0.97
5485421440,0.96
5495950080,0.97
5506478720,0.95
5517007360,0.98
5527536000,0.97
5538064640,0.96
5548593280,0.94
5559121920,0.97
5569650560,0.97
5580179200,0.97
5590707840,0.98
5601236480,0.94
5611765120,0.95
5622293760,0.96
5632822400,0.96
5643351040,0.97
5653879680,0.98
5664408320,0.99
5674936960,0.95
5685465600,0.97
5695994240,0.97
5706522880,0.96
5717051520,0.97
5727580160,0.97
5738108800,0.99
5748637440,0.98
5759166080,0.95
5769694720,1.0
5780223360,0.96
5790752000,0.99
5801280640,0.97
5811809280,0.98
5822337920,0.99
5832866560,0.97
5843395200,0.98
5853923840,0.99
5864452480,0.99
5874981120,0.95
5885509760,0.95
5896038400,0.95
5906567040,1.0
5917095680,1.0
5927624320,0.97
5938152960,0.98
5948681600,0.95
5959210240,0.94
5969738880,0.96
5980267520,0.98
5990796160,0.93
6001324800,0.96
6011853440,0.98
6022382080,1.0
6032910720,0.95
6043439360,0.96
6053968000,0.99
6064496640,0.97
6075025280,0.97
6085553920,0.96
6096082560,0.97
6106611200,0.98
6117139840,0.97
6127668480,0.96
6138197120,0.96
6148725760,0.96
6159254400,0.98
6169783040,0.96
6180311680,0.94
6190840320,0.97
6201368960,0.98
6211897600,0.99
6222426240,0.96
6232954880,0.94
6243483520,0.94
6254012160,1.0
6264540800,0.95
6275069440,0.98
6285598080,0.97
6296126720,0.98
6306655360,0.95
6317184000,0.96
6327712640,0.97
6338241280,0.96
6348769920,0.98
6359298560,0.96
6369827200,0.96
6380355840,0.97
6390884480,0.98
6401413120,0.98
6411941760,0.98
6422470400,0.98
6432999040,0.99
6443527680,0.93
6454056320,0.98
6464584960,0.98
6475113600,0.97
6485642240,0.97
6496170880,0.96
6506699520,0.96
6517228160,0.95
6527756800,0.97
6538285440,0.96
6548814080,0.92
6559342720,0.95
6569871360,0.98
6580400000,0.95
6590928640,0.96
6601457280,0.98
6611985920,0.98
6622514560,0.97
6633043200,0.97
6643571840,0.99
6654100480,0.99
6664629120,0.99
6675157760,1.0
6685686400,0.97
6696215040,0.96
6706743680,0.98
6717272320,0.9
6727800960,0.96
6738329600,0.99
6748858240,0.94
6759386880,0.96
6769915520,0.93
6780444160,1.0
6790972800,0.97
6801501440,0.92
6812030080,0.97
6822558720,0.97
6833087360,0.98
6843616000,0.99
6854144640,0.98
6864673280,0.94
6875201920,0.91
6885730560,0.98
6896259200,0.98
6906787840,0.92
6917316480,0.96
6927845120,0.97
6938373760,0.96
6948902400,0.94
6959431040,0.99
6969959680,0.95
6980488320,0.96
6991016960,0.97
7001545600,0.94
7012074240,0.98
7022602880,0.95
7033131520,0.98
7043660160,0.99
7054188800,1.0
7064717440,0.98
7075246080,0.95
7085774720,0.94
7096303360,0.92
7106832000,0.98
7117360640,0.94
7127889280,0.97
7138417920,0.99
7148946560,0.92
7159475200,0.93
7170003840,0.97
7180532480,0.98
7191061120,0.97
7201589760,0.98
7212118400,0.96
7222647040,0.96
7233175680,0.99
7243704320,0.97
7254232960,0.97
7264761600,0.96
7275290240,0.97
7285818880,0.99
7296347520,0.95
7306876160,0.96
7317404800,0.97
7327933440,0.97
7338462080,0.97
7348990720,0.99
7359519360,0.93
7370048000,0.99
7380576640,0.97
7391105280,0.99
7401633920,1.0
7412162560,0.95
7422691200,0.95
7433219840,0.94
7443748480,0.98
7454277120,0.98
7464805760,0.94
7475334400,0.97
7485863040,0.95
7496391680,0.96
7506920320,0.98
7517448960,0.96
7527977600,0.97
7538506240,0.97
7549034880,0.97
7559563520,1.0
7570092160,0.94
7580620800,0.99
7591149440,0.92
7601678080,0.99
7612206720,0.97
7622735360,0.98
7633264000,0.96
7643792640,0.96
7654321280,0.95
7664849920,0.98
7675378560,0.92
7685907200,0.96
7696435840,0.97
7706964480,0.95
7717493120,0.94
7728021760,0.99
7738550400,0.96
7749079040,0.91
7759607680,0.95
7770136320,0.96
7780664960,0.95
7791193600,0.98
7801722240,0.99
7812250880,0.97
7822779520,0.98
7833308160,0.97
7843836800,1.0
7854365440,0.96
7864894080,0.94
7875422720,0.99
7885951360,0.98
7896480000,0.98
7907008640,0.99
7917537280,0.96
7928065920,0.92
7938594560,0.98
7949123200,0.94
7959651840,0.97
7970180480,0.96
7980709120,0.98
7991237760,0.95
8001766400,0.94
8012295040,0.96
8022823680,0.99
8033352320,0.99
8043880960,0.97
8054409600,1.0
8064938240,0.97
8075466880,0.93
8085995520,0.97
8096524160,0.98
8107052800,0.97
8117581440,0.99
8128110080,0.97
8138638720,0.96
8149167360,1.0
8159696000,0.94
8170224640,0.97
8180753280,0.96
8191281920,0.99
8201810560,0.95
8212339200,0.98
8222867840,0.92
8233396480,0.95
8243925120,0.97
8254453760,0.99
8264982400,0.98
8275511040,1.0
8286039680,0.97
8296568320,0.98
