flops,loss,accuracy,model_config
4109893632,0.7018406991958618,0.497,12x256
8391229312,0.6976244750022889,0.504,12x256
12672564992,0.7046481394767761,0.518,12x256
16953900672,0.7064265127182007,0.505,12x256
21235236352,0.7065483465194702,0.509,12x256
25516572032,0.7028895635604858,0.482,12x256
29797907712,0.7045573978424072,0.488,12x256
34079243392,0.7061590390205383,0.517,12x256
38360579072,0.6928992104530335,0.509,12x256
42641914752,0.6919432725906373,0.52,12x256
46923250432,0.695886577129364,0.524,12x256
51204586112,0.6946386647224426,0.509,12x256
