model_config,flops,task_0_flops,task_0_accuracy
6x32,200028003840,1020551040,0.48
6x32,200028003840,2041102080,0.51
6x32,200028003840,3061653120,0.45
6x32,200028003840,4082204160,0.57
6x32,200028003840,5102755200,0.53
6x32,200028003840,6123306240,0.54
6x32,200028003840,7143857280,1.0
6x32,200028003840,8164408320,1.0
6x32,200028003840,9184959360,1.0
6x32,200028003840,10205510400,1.0
6x32,200028003840,11226061440,1.0
6x32,200028003840,12246612480,1.0
6x32,200028003840,13267163520,1.0
6x32,200028003840,14287714560,1.0
6x32,200028003840,15308265600,1.0
6x32,200028003840,16328816640,0.9
6x32,200028003840,17349367680,1.0
6x32,200028003840,18369918720,1.0
6x32,200028003840,19390469760,1.0
6x32,200028003840,20411020800,1.0
6x32,200028003840,21431571840,1.0
6x32,200028003840,22452122880,1.0
6x32,200028003840,23472673920,1.0
6x32,200028003840,24493224960,1.0
6x32,200028003840,25513776000,1.0
6x32,200028003840,26534327040,1.0
6x32,200028003840,27554878080,1.0
6x32,200028003840,28575429120,1.0
6x32,200028003840,29595980160,1.0
6x32,200028003840,30616531200,1.0
6x32,200028003840,31637082240,1.0
6x32,200028003840,32657633280,1.0
6x32,200028003840,33678184320,1.0
6x32,200028003840,34698735360,1.0
6x32,200028003840,35719286400,1.0
6x32,200028003840,36739837440,1.0
6x32,200028003840,37760388480,1.0
6x32,200028003840,38780939520,1.0
6x32,200028003840,39801490560,1.0
6x32,200028003840,40822041600,1.0
6x32,200028003840,41842592640,1.0
6x32,200028003840,42863143680,1.0
6x32,200028003840,43883694720,1.0
6x32,200028003840,44904245760,1.0
6x32,200028003840,45924796800,1.0
6x32,200028003840,46945347840,1.0
6x32,200028003840,47965898880,1.0
6x32,200028003840,48986449920,1.0
6x32,200028003840,50007000960,1.0
6x32,200028003840,51027552000,1.0
6x32,200028003840,52048103040,1.0
6x32,200028003840,53068654080,1.0
6x32,200028003840,54089205120,1.0
6x32,200028003840,55109756160,1.0
6x32,200028003840,56130307200,1.0
6x32,200028003840,57150858240,1.0
6x32,200028003840,58171409280,1.0
6x32,200028003840,59191960320,1.0
6x32,200028003840,60212511360,1.0
6x32,200028003840,61233062400,1.0
6x32,200028003840,62253613440,1.0
6x32,200028003840,63274164480,1.0
6x32,200028003840,64294715520,1.0
6x32,200028003840,65315266560,1.0
6x32,200028003840,66335817600,1.0
6x32,200028003840,67356368640,1.0
6x32,200028003840,68376919680,1.0
6x32,200028003840,69397470720,0.98
6x32,200028003840,70418021760,1.0
6x32,200028003840,71438572800,1.0
6x32,200028003840,72459123840,1.0
6x32,200028003840,73479674880,1.0
6x32,200028003840,74500225920,1.0
6x32,200028003840,75520776960,1.0
6x32,200028003840,76541328000,1.0
6x32,200028003840,77561879040,1.0
6x32,200028003840,78582430080,1.0
6x32,200028003840,79602981120,1.0
6x32,200028003840,80623532160,1.0
6x32,200028003840,81644083200,1.0
6x32,200028003840,82664634240,1.0
6x32,200028003840,83685185280,1.0
6x32,200028003840,84705736320,1.0
6x32,200028003840,85726287360,1.0
6x32,200028003840,86746838400,1.0
6x32,200028003840,87767389440,1.0
6x32,200028003840,88787940480,1.0
6x32,200028003840,89808491520,1.0
6x32,200028003840,90829042560,1.0
6x32,200028003840,91849593600,1.0
6x32,200028003840,92870144640,1.0
6x32,200028003840,93890695680,1.0
6x32,200028003840,94911246720,1.0
6x32,200028003840,95931797760,1.0
6x32,200028003840,96952348800,1.0
6x32,200028003840,97972899840,1.0
6x32,200028003840,98993450880,1.0
6x32,200028003840,100014001920,1.0
6x32,200028003840,101034552960,1.0
6x32,200028003840,102055104000,1.0
6x32,200028003840,103075655040,1.0
6x32,200028003840,104096206080,1.0
6x32,200028003840,105116757120,1.0
6x32,200028003840,106137308160,1.0
6x32,200028003840,107157859200,1.0
6x32,200028003840,108178410240,1.0
6x32,200028003840,109198961280,1.0
6x32,200028003840,110219512320,1.0
6x32,200028003840,111240063360,1.0
6x32,200028003840,112260614400,1.0
6x32,200028003840,113281165440,1.0
6x32,200028003840,114301716480,1.0
6x32,200028003840,115322267520,1.0
6x32,200028003840,116342818560,1.0
6x32,200028003840,117363369600,1.0
6x32,200028003840,118383920640,1.0
6x32,200028003840,119404471680,1.0
6x32,200028003840,120425022720,1.0
6x32,200028003840,121445573760,1.0
6x32,200028003840,122466124800,1.0
6x32,200028003840,123486675840,1.0
6x32,200028003840,124507226880,1.0
6x32,200028003840,125527777920,1.0
6x32,200028003840,126548328960,1.0
6x32,200028003840,127568880000,1.0
6x32,200028003840,128589431040,1.0
6x32,200028003840,129609982080,1.0
6x32,200028003840,130630533120,1.0
6x32,200028003840,131651084160,1.0
6x32,200028003840,132671635200,1.0
6x32,200028003840,133692186240,1.0
6x32,200028003840,134712737280,1.0
6x32,200028003840,135733288320,1.0
6x32,200028003840,136753839360,1.0
6x32,200028003840,137774390400,1.0
6x32,200028003840,138794941440,1.0
6x32,200028003840,139815492480,1.0
6x32,200028003840,140836043520,1.0
6x32,200028003840,141856594560,1.0
6x32,200028003840,142877145600,1.0
6x32,200028003840,143897696640,1.0
6x32,200028003840,144918247680,1.0
6x32,200028003840,145938798720,1.0
6x32,200028003840,146959349760,1.0
6x32,200028003840,147979900800,1.0
6x32,200028003840,149000451840,1.0
6x32,200028003840,150021002880,1.0
6x32,200028003840,151041553920,1.0
6x32,200028003840,152062104960,1.0
6x32,200028003840,153082656000,1.0
6x32,200028003840,154103207040,1.0
6x32,200028003840,155123758080,1.0
6x32,200028003840,156144309120,1.0
6x32,200028003840,157164860160,1.0
6x32,200028003840,158185411200,1.0
6x32,200028003840,159205962240,1.0
6x32,200028003840,160226513280,1.0
6x32,200028003840,161247064320,1.0
6x32,200028003840,162267615360,1.0
6x32,200028003840,163288166400,1.0
6x32,200028003840,164308717440,1.0
6x32,200028003840,165329268480,1.0
6x32,200028003840,166349819520,1.0
6x32,200028003840,167370370560,1.0
6x32,200028003840,168390921600,1.0
6x32,200028003840,169411472640,1.0
6x32,200028003840,170432023680,1.0
6x32,200028003840,171452574720,1.0
6x32,200028003840,172473125760,1.0
6x32,200028003840,173493676800,1.0
6x32,200028003840,174514227840,1.0
6x32,200028003840,175534778880,1.0
6x32,200028003840,176555329920,1.0
6x32,200028003840,177575880960,1.0
6x32,200028003840,178596432000,1.0
6x32,200028003840,179616983040,1.0
6x32,200028003840,180637534080,1.0
6x32,200028003840,181658085120,1.0
6x32,200028003840,182678636160,1.0
6x32,200028003840,183699187200,1.0
6x32,200028003840,184719738240,1.0
6x32,200028003840,185740289280,1.0
6x32,200028003840,186760840320,1.0
6x32,200028003840,187781391360,1.0
6x32,200028003840,188801942400,1.0
6x32,200028003840,189822493440,1.0
6x32,200028003840,190843044480,1.0
6x32,200028003840,191863595520,1.0
