model_config,flops,task_0_flops,task_0_accuracy
6x32,650091012480,1020551040,0.48
6x32,650091012480,2041102080,0.51
6x32,650091012480,3061653120,0.45
6x32,650091012480,4082204160,0.57
6x32,650091012480,5102755200,0.53
6x32,650091012480,6123306240,0.54
6x32,650091012480,7143857280,1.0
6x32,650091012480,8164408320,1.0
6x32,650091012480,9184959360,1.0
6x32,650091012480,10205510400,1.0
6x32,650091012480,11226061440,1.0
6x32,650091012480,12246612480,1.0
6x32,650091012480,13267163520,1.0
6x32,650091012480,14287714560,1.0
6x32,650091012480,15308265600,1.0
6x32,650091012480,16328816640,0.9
6x32,650091012480,17349367680,1.0
6x32,650091012480,18369918720,1.0
6x32,650091012480,19390469760,1.0
6x32,650091012480,20411020800,1.0
6x32,650091012480,21431571840,1.0
6x32,650091012480,22452122880,1.0
6x32,650091012480,23472673920,1.0
6x32,650091012480,24493224960,1.0
6x32,650091012480,25513776000,1.0
6x32,650091012480,26534327040,1.0
6x32,650091012480,27554878080,1.0
6x32,650091012480,28575429120,1.0
6x32,650091012480,29595980160,1.0
6x32,650091012480,30616531200,1.0
6x32,650091012480,31637082240,1.0
6x32,650091012480,32657633280,1.0
6x32,650091012480,33678184320,1.0
6x32,650091012480,34698735360,1.0
6x32,650091012480,35719286400,1.0
6x32,650091012480,36739837440,1.0
6x32,650091012480,37760388480,1.0
6x32,650091012480,38780939520,1.0
6x32,650091012480,39801490560,1.0
6x32,650091012480,40822041600,1.0
6x32,650091012480,41842592640,1.0
6x32,650091012480,42863143680,1.0
6x32,650091012480,43883694720,1.0
6x32,650091012480,44904245760,1.0
6x32,650091012480,45924796800,1.0
6x32,650091012480,46945347840,1.0
6x32,650091012480,47965898880,1.0
6x32,650091012480,48986449920,1.0
6x32,650091012480,50007000960,1.0
6x32,650091012480,51027552000,1.0
6x32,650091012480,52048103040,1.0
6x32,650091012480,53068654080,1.0
6x32,650091012480,54089205120,1.0
6x32,650091012480,55109756160,1.0
6x32,650091012480,56130307200,1.0
6x32,650091012480,57150858240,1.0
6x32,650091012480,58171409280,1.0
6x32,650091012480,59191960320,1.0
6x32,650091012480,60212511360,1.0
6x32,650091012480,61233062400,1.0
6x32,650091012480,62253613440,1.0
6x32,650091012480,63274164480,1.0
6x32,650091012480,64294715520,1.0
6x32,650091012480,65315266560,1.0
6x32,650091012480,66335817600,1.0
6x32,650091012480,67356368640,1.0
6x32,650091012480,68376919680,1.0
6x32,650091012480,69397470720,0.98
6x32,650091012480,70418021760,1.0
6x32,650091012480,71438572800,1.0
6x32,650091012480,72459123840,1.0
6x32,650091012480,73479674880,1.0
6x32,650091012480,74500225920,1.0
6x32,650091012480,75520776960,1.0
6x32,650091012480,76541328000,1.0
6x32,650091012480,77561879040,1.0
6x32,650091012480,78582430080,1.0
6x32,650091012480,79602981120,1.0
6x32,650091012480,80623532160,1.0
6x32,650091012480,81644083200,1.0
6x32,650091012480,82664634240,1.0
6x32,650091012480,83685185280,1.0
6x32,650091012480,84705736320,1.0
6x32,650091012480,85726287360,1.0
6x32,650091012480,86746838400,1.0
6x32,650091012480,87767389440,1.0
6x32,650091012480,88787940480,1.0
6x32,650091012480,89808491520,1.0
6x32,650091012480,90829042560,1.0
6x32,650091012480,91849593600,1.0
6x32,650091012480,92870144640,1.0
6x32,650091012480,93890695680,1.0
6x32,650091012480,94911246720,1.0
6x32,650091012480,95931797760,1.0
6x32,650091012480,96952348800,1.0
6x32,650091012480,97972899840,1.0
6x32,650091012480,98993450880,1.0
6x32,650091012480,100014001920,1.0
6x32,650091012480,101034552960,1.0
6x32,650091012480,102055104000,1.0
6x32,650091012480,103075655040,1.0
6x32,650091012480,104096206080,1.0
6x32,650091012480,105116757120,1.0
6x32,650091012480,106137308160,1.0
6x32,650091012480,107157859200,1.0
6x32,650091012480,108178410240,1.0
6x32,650091012480,109198961280,1.0
6x32,650091012480,110219512320,1.0
6x32,650091012480,111240063360,1.0
6x32,650091012480,112260614400,1.0
6x32,650091012480,113281165440,1.0
6x32,650091012480,114301716480,1.0
6x32,650091012480,115322267520,1.0
6x32,650091012480,116342818560,1.0
6x32,650091012480,117363369600,1.0
6x32,650091012480,118383920640,1.0
6x32,650091012480,119404471680,1.0
6x32,650091012480,120425022720,1.0
6x32,650091012480,121445573760,1.0
6x32,650091012480,122466124800,1.0
6x32,650091012480,123486675840,1.0
6x32,650091012480,124507226880,1.0
6x32,650091012480,125527777920,1.0
6x32,650091012480,126548328960,1.0
6x32,650091012480,127568880000,1.0
6x32,650091012480,128589431040,1.0
6x32,650091012480,129609982080,1.0
6x32,650091012480,130630533120,1.0
6x32,650091012480,131651084160,1.0
6x32,650091012480,132671635200,1.0
6x32,650091012480,133692186240,1.0
6x32,650091012480,134712737280,1.0
6x32,650091012480,135733288320,1.0
6x32,650091012480,136753839360,1.0
6x32,650091012480,137774390400,1.0
6x32,650091012480,138794941440,1.0
6x32,650091012480,139815492480,1.0
6x32,650091012480,140836043520,1.0
6x32,650091012480,141856594560,1.0
6x32,650091012480,142877145600,1.0
6x32,650091012480,143897696640,1.0
6x32,650091012480,144918247680,1.0
6x32,650091012480,145938798720,1.0
6x32,650091012480,146959349760,1.0
6x32,650091012480,147979900800,1.0
6x32,650091012480,149000451840,1.0
6x32,650091012480,150021002880,1.0
6x32,650091012480,151041553920,1.0
6x32,650091012480,152062104960,1.0
6x32,650091012480,153082656000,1.0
6x32,650091012480,154103207040,1.0
6x32,650091012480,155123758080,1.0
6x32,650091012480,156144309120,1.0
6x32,650091012480,157164860160,1.0
6x32,650091012480,158185411200,1.0
6x32,650091012480,159205962240,1.0
6x32,650091012480,160226513280,1.0
6x32,650091012480,161247064320,1.0
6x32,650091012480,162267615360,1.0
6x32,650091012480,163288166400,1.0
6x32,650091012480,164308717440,1.0
6x32,650091012480,165329268480,1.0
6x32,650091012480,166349819520,1.0
6x32,650091012480,167370370560,1.0
6x32,650091012480,168390921600,1.0
6x32,650091012480,169411472640,1.0
6x32,650091012480,170432023680,1.0
6x32,650091012480,171452574720,1.0
6x32,650091012480,172473125760,1.0
6x32,650091012480,173493676800,1.0
6x32,650091012480,174514227840,1.0
6x32,650091012480,175534778880,1.0
6x32,650091012480,176555329920,1.0
6x32,650091012480,177575880960,1.0
6x32,650091012480,178596432000,1.0
6x32,650091012480,179616983040,1.0
6x32,650091012480,180637534080,1.0
6x32,650091012480,181658085120,1.0
6x32,650091012480,182678636160,1.0
6x32,650091012480,183699187200,1.0
6x32,650091012480,184719738240,1.0
6x32,650091012480,185740289280,1.0
6x32,650091012480,186760840320,1.0
6x32,650091012480,187781391360,1.0
6x32,650091012480,188801942400,1.0
6x32,650091012480,189822493440,1.0
6x32,650091012480,190843044480,1.0
6x32,650091012480,191863595520,1.0
6x32,650091012480,192884146560,1.0
6x32,650091012480,193904697600,1.0
6x32,650091012480,194925248640,1.0
6x32,650091012480,195945799680,1.0
6x32,650091012480,196966350720,1.0
6x32,650091012480,197986901760,1.0
6x32,650091012480,199007452800,1.0
6x32,650091012480,200028003840,1.0
6x32,650091012480,201048554880,1.0
6x32,650091012480,202069105920,1.0
6x32,650091012480,203089656960,1.0
6x32,650091012480,204110208000,1.0
6x32,650091012480,205130759040,1.0
6x32,650091012480,206151310080,1.0
6x32,650091012480,207171861120,1.0
6x32,650091012480,208192412160,1.0
6x32,650091012480,209212963200,1.0
6x32,650091012480,210233514240,1.0
6x32,650091012480,211254065280,1.0
6x32,650091012480,212274616320,1.0
6x32,650091012480,213295167360,1.0
6x32,650091012480,214315718400,1.0
6x32,650091012480,215336269440,1.0
6x32,650091012480,216356820480,1.0
6x32,650091012480,217377371520,1.0
6x32,650091012480,218397922560,1.0
6x32,650091012480,219418473600,1.0
6x32,650091012480,220439024640,1.0
