model_config,flops,task_0_flops,task_0_accuracy
4x16,100007153280,1003241344,0.47
4x16,100007153280,2006482688,0.51
4x16,100007153280,3009724032,0.97
4x16,100007153280,4012965376,0.99
4x16,100007153280,5016206720,1.0
4x16,100007153280,6019448064,0.68
4x16,100007153280,7022689408,1.0
4x16,100007153280,8025930752,1.0
4x16,100007153280,9029172096,1.0
4x16,100007153280,10032413440,1.0
4x16,100007153280,11035654784,1.0
4x16,100007153280,12038896128,1.0
4x16,100007153280,13042137472,1.0
4x16,100007153280,14045378816,1.0
4x16,100007153280,15048620160,0.97
4x16,100007153280,16051861504,1.0
4x16,100007153280,17055102848,1.0
4x16,100007153280,18058344192,1.0
4x16,100007153280,19061585536,0.86
4x16,100007153280,20064826880,1.0
4x16,100007153280,21068068224,1.0
4x16,100007153280,22071309568,1.0
4x16,100007153280,23074550912,1.0
4x16,100007153280,24077792256,1.0
4x16,100007153280,25081033600,1.0
4x16,100007153280,26084274944,1.0
4x16,100007153280,27087516288,1.0
4x16,100007153280,28090757632,1.0
4x16,100007153280,29093998976,1.0
4x16,100007153280,30097240320,1.0
4x16,100007153280,31100481664,1.0
4x16,100007153280,32103723008,1.0
4x16,100007153280,33106964352,1.0
4x16,100007153280,34110205696,1.0
4x16,100007153280,35113447040,1.0
4x16,100007153280,36116688384,1.0
4x16,100007153280,37119929728,1.0
4x16,100007153280,38123171072,0.92
4x16,100007153280,39126412416,1.0
4x16,100007153280,40129653760,1.0
4x16,100007153280,41132895104,1.0
4x16,100007153280,42136136448,1.0
4x16,100007153280,43139377792,1.0
4x16,100007153280,44142619136,1.0
4x16,100007153280,45145860480,1.0
4x16,100007153280,46149101824,1.0
4x16,100007153280,47152343168,1.0
4x16,100007153280,48155584512,1.0
4x16,100007153280,49158825856,1.0
4x16,100007153280,50162067200,1.0
4x16,100007153280,51165308544,1.0
4x16,100007153280,52168549888,1.0
4x16,100007153280,53171791232,1.0
4x16,100007153280,54175032576,1.0
4x16,100007153280,55178273920,1.0
4x16,100007153280,56181515264,1.0
4x16,100007153280,57184756608,1.0
4x16,100007153280,58187997952,1.0
4x16,100007153280,59191239296,1.0
4x16,100007153280,60194480640,1.0
4x16,100007153280,61197721984,1.0
4x16,100007153280,62200963328,1.0
4x16,100007153280,63204204672,1.0
4x16,100007153280,64207446016,1.0
4x16,100007153280,65210687360,1.0
4x16,100007153280,66213928704,1.0
4x16,100007153280,67217170048,0.81
4x16,100007153280,68220411392,1.0
4x16,100007153280,69223652736,1.0
4x16,100007153280,70226894080,1.0
4x16,100007153280,71230135424,1.0
4x16,100007153280,72233376768,1.0
4x16,100007153280,73236618112,1.0
4x16,100007153280,74239859456,1.0
4x16,100007153280,75243100800,1.0
4x16,100007153280,76246342144,1.0
4x16,100007153280,77249583488,1.0
4x16,100007153280,78252824832,1.0
4x16,100007153280,79256066176,1.0
4x16,100007153280,80259307520,1.0
4x16,100007153280,81262548864,1.0
4x16,100007153280,82265790208,1.0
4x16,100007153280,83269031552,1.0
4x16,100007153280,84272272896,1.0
4x16,100007153280,85275514240,1.0
4x16,100007153280,86278755584,1.0
4x16,100007153280,87281996928,1.0
4x16,100007153280,88285238272,1.0
4x16,100007153280,89288479616,1.0
4x16,100007153280,90291720960,1.0
4x16,100007153280,91294962304,1.0
4x16,100007153280,92298203648,1.0
4x16,100007153280,93301444992,1.0
4x16,100007153280,94304686336,1.0
4x16,100007153280,95307927680,1.0
4x16,100007153280,96311169024,1.0
4x16,100007153280,97314410368,1.0
4x16,100007153280,98317651712,1.0
4x16,100007153280,99320893056,1.0
