model_config,flops,task_0_flops,task_0_accuracy
4x16,550040202752,1003241344,0.47
4x16,550040202752,2006482688,0.51
4x16,550040202752,3009724032,0.97
4x16,550040202752,4012965376,0.99
4x16,550040202752,5016206720,1.0
4x16,550040202752,6019448064,0.68
4x16,550040202752,7022689408,1.0
4x16,550040202752,8025930752,1.0
4x16,550040202752,9029172096,1.0
4x16,550040202752,10032413440,1.0
4x16,550040202752,11035654784,1.0
4x16,550040202752,12038896128,1.0
4x16,550040202752,13042137472,1.0
4x16,550040202752,14045378816,1.0
4x16,550040202752,15048620160,0.97
4x16,550040202752,16051861504,1.0
4x16,550040202752,17055102848,1.0
4x16,550040202752,18058344192,1.0
4x16,550040202752,19061585536,0.86
4x16,550040202752,20064826880,1.0
4x16,550040202752,21068068224,1.0
4x16,550040202752,22071309568,1.0
4x16,550040202752,23074550912,1.0
4x16,550040202752,24077792256,1.0
4x16,550040202752,25081033600,1.0
4x16,550040202752,26084274944,1.0
4x16,550040202752,27087516288,1.0
4x16,550040202752,28090757632,1.0
4x16,550040202752,29093998976,1.0
4x16,550040202752,30097240320,1.0
4x16,550040202752,31100481664,1.0
4x16,550040202752,32103723008,1.0
4x16,550040202752,33106964352,1.0
4x16,550040202752,34110205696,1.0
4x16,550040202752,35113447040,1.0
4x16,550040202752,36116688384,1.0
4x16,550040202752,37119929728,1.0
4x16,550040202752,38123171072,0.92
4x16,550040202752,39126412416,1.0
4x16,550040202752,40129653760,1.0
4x16,550040202752,41132895104,1.0
4x16,550040202752,42136136448,1.0
4x16,550040202752,43139377792,1.0
4x16,550040202752,44142619136,1.0
4x16,550040202752,45145860480,1.0
4x16,550040202752,46149101824,1.0
4x16,550040202752,47152343168,1.0
4x16,550040202752,48155584512,1.0
4x16,550040202752,49158825856,1.0
4x16,550040202752,50162067200,1.0
4x16,550040202752,51165308544,1.0
4x16,550040202752,52168549888,1.0
4x16,550040202752,53171791232,1.0
4x16,550040202752,54175032576,1.0
4x16,550040202752,55178273920,1.0
4x16,550040202752,56181515264,1.0
4x16,550040202752,57184756608,1.0
4x16,550040202752,58187997952,1.0
4x16,550040202752,59191239296,1.0
4x16,550040202752,60194480640,1.0
4x16,550040202752,61197721984,1.0
4x16,550040202752,62200963328,1.0
4x16,550040202752,63204204672,1.0
4x16,550040202752,64207446016,1.0
4x16,550040202752,65210687360,1.0
4x16,550040202752,66213928704,1.0
4x16,550040202752,67217170048,0.81
4x16,550040202752,68220411392,1.0
4x16,550040202752,69223652736,1.0
4x16,550040202752,70226894080,1.0
4x16,550040202752,71230135424,1.0
4x16,550040202752,72233376768,1.0
4x16,550040202752,73236618112,1.0
4x16,550040202752,74239859456,1.0
4x16,550040202752,75243100800,1.0
4x16,550040202752,76246342144,1.0
4x16,550040202752,77249583488,1.0
4x16,550040202752,78252824832,1.0
4x16,550040202752,79256066176,1.0
4x16,550040202752,80259307520,1.0
4x16,550040202752,81262548864,1.0
4x16,550040202752,82265790208,1.0
4x16,550040202752,83269031552,1.0
4x16,550040202752,84272272896,1.0
4x16,550040202752,85275514240,1.0
4x16,550040202752,86278755584,1.0
4x16,550040202752,87281996928,1.0
4x16,550040202752,88285238272,1.0
4x16,550040202752,89288479616,1.0
4x16,550040202752,90291720960,1.0
4x16,550040202752,91294962304,1.0
4x16,550040202752,92298203648,1.0
4x16,550040202752,93301444992,1.0
4x16,550040202752,94304686336,1.0
4x16,550040202752,95307927680,1.0
4x16,550040202752,96311169024,1.0
4x16,550040202752,97314410368,1.0
4x16,550040202752,98317651712,1.0
4x16,550040202752,99320893056,1.0
4x16,550040202752,100324134400,1.0
4x16,550040202752,101327375744,1.0
4x16,550040202752,102330617088,1.0
4x16,550040202752,103333858432,1.0
4x16,550040202752,104337099776,1.0
4x16,550040202752,105340341120,1.0
4x16,550040202752,106343582464,1.0
4x16,550040202752,107346823808,1.0
4x16,550040202752,108350065152,1.0
4x16,550040202752,109353306496,1.0
4x16,550040202752,110356547840,1.0
4x16,550040202752,111359789184,1.0
