model_config,flops,task_0_flops,task_0_accuracy
4x16,700051055488,1003241344,0.47
4x16,700051055488,2006482688,0.51
4x16,700051055488,3009724032,0.97
4x16,700051055488,4012965376,0.99
4x16,700051055488,5016206720,1.0
4x16,700051055488,6019448064,0.68
4x16,700051055488,7022689408,1.0
4x16,700051055488,8025930752,1.0
4x16,700051055488,9029172096,1.0
4x16,700051055488,10032413440,1.0
4x16,700051055488,11035654784,1.0
4x16,700051055488,12038896128,1.0
4x16,700051055488,13042137472,1.0
4x16,700051055488,14045378816,1.0
4x16,700051055488,15048620160,0.97
4x16,700051055488,16051861504,1.0
4x16,700051055488,17055102848,1.0
4x16,700051055488,18058344192,1.0
4x16,700051055488,19061585536,0.86
4x16,700051055488,20064826880,1.0
4x16,700051055488,21068068224,1.0
4x16,700051055488,22071309568,1.0
4x16,700051055488,23074550912,1.0
4x16,700051055488,24077792256,1.0
4x16,700051055488,25081033600,1.0
4x16,700051055488,26084274944,1.0
4x16,700051055488,27087516288,1.0
4x16,700051055488,28090757632,1.0
4x16,700051055488,29093998976,1.0
4x16,700051055488,30097240320,1.0
4x16,700051055488,31100481664,1.0
4x16,700051055488,32103723008,1.0
4x16,700051055488,33106964352,1.0
4x16,700051055488,34110205696,1.0
4x16,700051055488,35113447040,1.0
4x16,700051055488,36116688384,1.0
4x16,700051055488,37119929728,1.0
4x16,700051055488,38123171072,0.92
4x16,700051055488,39126412416,1.0
4x16,700051055488,40129653760,1.0
4x16,700051055488,41132895104,1.0
4x16,700051055488,42136136448,1.0
4x16,700051055488,43139377792,1.0
4x16,700051055488,44142619136,1.0
4x16,700051055488,45145860480,1.0
4x16,700051055488,46149101824,1.0
4x16,700051055488,47152343168,1.0
4x16,700051055488,48155584512,1.0
4x16,700051055488,49158825856,1.0
4x16,700051055488,50162067200,1.0
4x16,700051055488,51165308544,1.0
4x16,700051055488,52168549888,1.0
4x16,700051055488,53171791232,1.0
4x16,700051055488,54175032576,1.0
4x16,700051055488,55178273920,1.0
4x16,700051055488,56181515264,1.0
4x16,700051055488,57184756608,1.0
4x16,700051055488,58187997952,1.0
4x16,700051055488,59191239296,1.0
4x16,700051055488,60194480640,1.0
4x16,700051055488,61197721984,1.0
4x16,700051055488,62200963328,1.0
4x16,700051055488,63204204672,1.0
4x16,700051055488,64207446016,1.0
4x16,700051055488,65210687360,1.0
4x16,700051055488,66213928704,1.0
4x16,700051055488,67217170048,0.81
4x16,700051055488,68220411392,1.0
4x16,700051055488,69223652736,1.0
4x16,700051055488,70226894080,1.0
4x16,700051055488,71230135424,1.0
4x16,700051055488,72233376768,1.0
4x16,700051055488,73236618112,1.0
4x16,700051055488,74239859456,1.0
4x16,700051055488,75243100800,1.0
4x16,700051055488,76246342144,1.0
4x16,700051055488,77249583488,1.0
4x16,700051055488,78252824832,1.0
4x16,700051055488,79256066176,1.0
4x16,700051055488,80259307520,1.0
4x16,700051055488,81262548864,1.0
4x16,700051055488,82265790208,1.0
4x16,700051055488,83269031552,1.0
4x16,700051055488,84272272896,1.0
4x16,700051055488,85275514240,1.0
4x16,700051055488,86278755584,1.0
4x16,700051055488,87281996928,1.0
4x16,700051055488,88285238272,1.0
4x16,700051055488,89288479616,1.0
4x16,700051055488,90291720960,1.0
4x16,700051055488,91294962304,1.0
4x16,700051055488,92298203648,1.0
4x16,700051055488,93301444992,1.0
4x16,700051055488,94304686336,1.0
4x16,700051055488,95307927680,1.0
4x16,700051055488,96311169024,1.0
4x16,700051055488,97314410368,1.0
4x16,700051055488,98317651712,1.0
4x16,700051055488,99320893056,1.0
4x16,700051055488,100324134400,1.0
4x16,700051055488,101327375744,1.0
4x16,700051055488,102330617088,1.0
4x16,700051055488,103333858432,1.0
4x16,700051055488,104337099776,1.0
4x16,700051055488,105340341120,1.0
4x16,700051055488,106343582464,1.0
4x16,700051055488,107346823808,1.0
4x16,700051055488,108350065152,1.0
4x16,700051055488,109353306496,1.0
4x16,700051055488,110356547840,1.0
4x16,700051055488,111359789184,1.0
4x16,700051055488,112363030528,1.0
4x16,700051055488,113366271872,1.0
4x16,700051055488,114369513216,1.0
4x16,700051055488,115372754560,1.0
4x16,700051055488,116375995904,1.0
4x16,700051055488,117379237248,1.0
4x16,700051055488,118382478592,1.0
4x16,700051055488,119385719936,1.0
4x16,700051055488,120388961280,1.0
4x16,700051055488,121392202624,1.0
4x16,700051055488,122395443968,1.0
4x16,700051055488,123398685312,1.0
4x16,700051055488,124401926656,1.0
4x16,700051055488,125405168000,1.0
4x16,700051055488,126408409344,1.0
4x16,700051055488,127411650688,1.0
4x16,700051055488,128414892032,1.0
4x16,700051055488,129418133376,1.0
4x16,700051055488,130421374720,1.0
4x16,700051055488,131424616064,1.0
4x16,700051055488,132427857408,1.0
4x16,700051055488,133431098752,1.0
4x16,700051055488,134434340096,1.0
4x16,700051055488,135437581440,1.0
4x16,700051055488,136440822784,1.0
4x16,700051055488,137444064128,1.0
4x16,700051055488,138447305472,1.0
4x16,700051055488,139450546816,1.0
4x16,700051055488,140453788160,1.0
4x16,700051055488,141457029504,1.0
4x16,700051055488,142460270848,1.0
4x16,700051055488,143463512192,1.0
4x16,700051055488,144466753536,1.0
4x16,700051055488,145469994880,1.0
4x16,700051055488,146473236224,1.0
4x16,700051055488,147476477568,1.0
4x16,700051055488,148479718912,1.0
4x16,700051055488,149482960256,1.0
4x16,700051055488,150486201600,1.0
4x16,700051055488,151489442944,1.0
4x16,700051055488,152492684288,1.0
4x16,700051055488,153495925632,1.0
