task_0_flops,task_0_accuracy
1020551040,0.52
2041102080,0.52
3061653120,0.7
4082204160,1.0
5102755200,1.0
6123306240,1.0
7143857280,1.0
8164408320,1.0
9184959360,1.0
10205510400,0.98
11226061440,1.0
12246612480,1.0
13267163520,1.0
14287714560,1.0
15308265600,1.0
16328816640,1.0
17349367680,1.0
18369918720,1.0
19390469760,1.0
20411020800,1.0
21431571840,1.0
22452122880,1.0
23472673920,1.0
24493224960,1.0
25513776000,1.0
26534327040,1.0
27554878080,1.0
28575429120,1.0
29595980160,1.0
30616531200,1.0
31637082240,1.0
32657633280,1.0
33678184320,1.0
34698735360,1.0
35719286400,1.0
36739837440,1.0
37760388480,1.0
38780939520,1.0
39801490560,1.0
40822041600,1.0
41842592640,1.0
42863143680,1.0
43883694720,1.0
44904245760,1.0
45924796800,1.0
46945347840,1.0
47965898880,1.0
48986449920,1.0
50007000960,1.0
