model_config,flops,task_0_flops,task_0_accuracy
10x128,862147675520,1719172992,0.5
10x128,862147675520,3438345984,0.4
10x128,862147675520,5157518976,0.54
10x128,862147675520,6876691968,0.5
10x128,862147675520,8595864960,0.41
10x128,862147675520,10315037952,0.46
10x128,862147675520,12034210944,0.53
10x128,862147675520,13753383936,0.52
10x128,862147675520,15472556928,0.41
10x128,862147675520,17191729920,0.41
10x128,862147675520,18910902912,0.47
10x128,862147675520,20630075904,0.49
10x128,862147675520,22349248896,0.54
10x128,862147675520,24068421888,0.51
10x128,862147675520,25787594880,0.58
10x128,862147675520,27506767872,0.48
10x128,862147675520,29225940864,0.46
10x128,862147675520,30945113856,0.53
10x128,862147675520,32664286848,0.5
10x128,862147675520,34383459840,0.5
10x128,862147675520,36102632832,0.5
10x128,862147675520,37821805824,0.55
10x128,862147675520,39540978816,0.5
10x128,862147675520,41260151808,0.49
10x128,862147675520,42979324800,0.53
10x128,862147675520,44698497792,0.42
10x128,862147675520,46417670784,0.55
10x128,862147675520,48136843776,0.5
10x128,862147675520,49856016768,0.47
10x128,862147675520,51575189760,0.62
10x128,862147675520,53294362752,0.48
10x128,862147675520,55013535744,0.57
10x128,862147675520,56732708736,0.56
10x128,862147675520,58451881728,0.61
10x128,862147675520,60171054720,0.58
10x128,862147675520,61890227712,0.53
10x128,862147675520,63609400704,0.64
10x128,862147675520,65328573696,0.68
10x128,862147675520,67047746688,0.8
10x128,862147675520,68766919680,0.9
10x128,862147675520,70486092672,0.97
10x128,862147675520,72205265664,1.0
10x128,862147675520,73924438656,0.98
10x128,862147675520,75643611648,1.0
10x128,862147675520,77362784640,1.0
10x128,862147675520,79081957632,1.0
10x128,862147675520,80801130624,1.0
10x128,862147675520,82520303616,1.0
10x128,862147675520,84239476608,1.0
10x128,862147675520,85958649600,1.0
10x128,862147675520,87677822592,1.0
10x128,862147675520,89396995584,1.0
10x128,862147675520,91116168576,1.0
10x128,862147675520,92835341568,1.0
10x128,862147675520,94554514560,0.98
10x128,862147675520,96273687552,1.0
10x128,862147675520,97992860544,1.0
10x128,862147675520,99712033536,1.0
10x128,862147675520,101431206528,1.0
10x128,862147675520,103150379520,1.0
10x128,862147675520,104869552512,1.0
10x128,862147675520,106588725504,1.0
10x128,862147675520,108307898496,1.0
10x128,862147675520,110027071488,1.0
10x128,862147675520,111746244480,1.0
10x128,862147675520,113465417472,1.0
10x128,862147675520,115184590464,1.0
10x128,862147675520,116903763456,1.0
10x128,862147675520,118622936448,1.0
10x128,862147675520,120342109440,1.0
10x128,862147675520,122061282432,1.0
10x128,862147675520,123780455424,1.0
10x128,862147675520,125499628416,1.0
10x128,862147675520,127218801408,1.0
10x128,862147675520,128937974400,1.0
10x128,862147675520,130657147392,1.0
10x128,862147675520,132376320384,1.0
10x128,862147675520,134095493376,0.99
10x128,862147675520,135814666368,1.0
10x128,862147675520,137533839360,1.0
10x128,862147675520,139253012352,1.0
10x128,862147675520,140972185344,0.98
10x128,862147675520,142691358336,1.0
10x128,862147675520,144410531328,1.0
10x128,862147675520,146129704320,1.0
10x128,862147675520,147848877312,1.0
10x128,862147675520,149568050304,1.0
10x128,862147675520,151287223296,1.0
10x128,862147675520,153006396288,1.0
10x128,862147675520,154725569280,1.0
10x128,862147675520,156444742272,1.0
10x128,862147675520,158163915264,1.0
10x128,862147675520,159883088256,1.0
10x128,862147675520,161602261248,1.0
10x128,862147675520,163321434240,1.0
10x128,862147675520,165040607232,1.0
10x128,862147675520,166759780224,1.0
10x128,862147675520,168478953216,1.0
10x128,862147675520,170198126208,1.0
10x128,862147675520,171917299200,1.0
10x128,862147675520,173636472192,1.0
10x128,862147675520,175355645184,1.0
10x128,862147675520,177074818176,0.96
10x128,862147675520,178793991168,1.0
10x128,862147675520,180513164160,1.0
10x128,862147675520,182232337152,1.0
10x128,862147675520,183951510144,1.0
10x128,862147675520,185670683136,1.0
10x128,862147675520,187389856128,1.0
10x128,862147675520,189109029120,0.96
10x128,862147675520,190828202112,1.0
10x128,862147675520,192547375104,1.0
10x128,862147675520,194266548096,1.0
10x128,862147675520,195985721088,1.0
10x128,862147675520,197704894080,1.0
10x128,862147675520,199424067072,0.99
10x128,862147675520,201143240064,1.0
10x128,862147675520,202862413056,1.0
10x128,862147675520,204581586048,1.0
10x128,862147675520,206300759040,1.0
10x128,862147675520,208019932032,1.0
10x128,862147675520,209739105024,1.0
10x128,862147675520,211458278016,1.0
10x128,862147675520,213177451008,1.0
10x128,862147675520,214896624000,1.0
10x128,862147675520,216615796992,1.0
10x128,862147675520,218334969984,0.99
10x128,862147675520,220054142976,1.0
10x128,862147675520,221773315968,1.0
10x128,862147675520,223492488960,1.0
10x128,862147675520,225211661952,1.0
10x128,862147675520,226930834944,1.0
10x128,862147675520,228650007936,1.0
10x128,862147675520,230369180928,0.99
10x128,862147675520,232088353920,1.0
10x128,862147675520,233807526912,1.0
10x128,862147675520,235526699904,1.0
10x128,862147675520,237245872896,1.0
10x128,862147675520,238965045888,1.0
10x128,862147675520,240684218880,1.0
10x128,862147675520,242403391872,1.0
10x128,862147675520,244122564864,1.0
10x128,862147675520,245841737856,1.0
10x128,862147675520,247560910848,1.0
10x128,862147675520,249280083840,1.0
10x128,862147675520,250999256832,1.0
10x128,862147675520,252718429824,1.0
10x128,862147675520,254437602816,1.0
10x128,862147675520,256156775808,1.0
10x128,862147675520,257875948800,0.99
10x128,862147675520,259595121792,1.0
10x128,862147675520,261314294784,1.0
10x128,862147675520,263033467776,0.98
10x128,862147675520,264752640768,1.0
10x128,862147675520,266471813760,1.0
10x128,862147675520,268190986752,1.0
10x128,862147675520,269910159744,1.0
10x128,862147675520,271629332736,1.0
10x128,862147675520,273348505728,1.0
10x128,862147675520,275067678720,1.0
10x128,862147675520,276786851712,1.0
10x128,862147675520,278506024704,1.0
10x128,862147675520,280225197696,1.0
10x128,862147675520,281944370688,1.0
10x128,862147675520,283663543680,0.98
10x128,862147675520,285382716672,1.0
10x128,862147675520,287101889664,1.0
10x128,862147675520,288821062656,1.0
10x128,862147675520,290540235648,1.0
10x128,862147675520,292259408640,0.99
10x128,862147675520,293978581632,1.0
10x128,862147675520,295697754624,0.99
10x128,862147675520,297416927616,1.0
10x128,862147675520,299136100608,1.0
10x128,862147675520,300855273600,1.0
10x128,862147675520,302574446592,1.0
